buyBoxPrice,monthlyRevenueEstimate,monthlyUnitsSold,amazonIsr
50.0,0.0,0,true
0.0,0.0,21,true
3.799999952316284,1.0,38384,false
1.0,0.0,51278,false
7902.0,0.0,0,false
0.0,0.0,629828,false
38131.640625,0.0,0,true
1.0,0.0,527533,false
1.0,0.0,260595,false
0.0,0.0,11492,true
4.099999904632568,1.0,37700,true
410.0,0.0,0,true
47.0,0.0,0,false
92.0,0.0,0,false
1.0,0.0,119800,false
0.0,360.0,5,true
0.0,0.0,623700,true
0.0,0.0,985265,false
400.0,0.0,0,false
0.0,0.0,1055231,true
4.0,2.0,37271,false
628.0,0.0,0,true
1.0,0.0,0,true
0.0,0.0,12832,true
4.400000095367432,1.0,37119,false
18499.810546875,21.0,389,true
0.0,0.0,0,false
0.0,0.0,21,false
0.0,0.0,445588,false
1.0,0.0,0,false
38.0,0.0,0,true
0.0,0.0,70231,true
0.0,0.0,612719,true
0.0,0.0,1134274,false
17390.0,0.0,0,false
0.0,0.0,50594,false
543282.75,21.0,4073,false
36269.0703125,0.0,0,false
0.0,0.0,458467,false
0.0,0.0,138588,true
0.0,0.0,49650,false
0.0,0.0,754702,true
3.5,1.0,35976,false
8.0,0.0,0,false
0.0,0.0,840990,false
108.0,0.0,0,true
0.0,0.0,438963,false
790447.4375,21.0,2772,false
37.0,0.0,0,true
0.0,36.0,1,false
0.0,24.0,1,true
3.0999999046325684,6.0,35150,true
4.0,0.0,35087,false
0.0,1819.0,1,false
4.0,1.0,34899,true
0.0,0.0,155009,false
78.0,0.0,0,true
0.0,0.0,0,true
0.0,128.0,1,true
0.0,0.0,753381,false
396909.40625,21.0,731,true
0.0,191.0,1,false
0.0,0.0,496990,true
0.0,2637.0,1,false
263263.1875,21.0,2432,false
0.0,0.0,585751,true
3.9000000953674316,1.0,34162,false
4.599999904632568,1.0,34162,true
0.0,0.0,498373,false
0.0,32.0,1,true
0.0,0.0,21,false
33802.921875,0.0,0,true
4.199999809265137,1.0,33682,true
0.0,21.0,108,false
33638.83984375,0.0,0,true
499003.125,21.0,117,true
3.9000000953674316,0.0,33586,false
0.0,118.0,1,false
0.0,0.0,489690,false
0.0,226.0,1,true
25.0,0.0,0,false
0.0,0.0,727495,false
0.0,0.0,364744,false
3.9000000953674316,1.0,33070,false
236.0,0.0,0,true
120.0,0.0,0,false
0.0,0.0,513751,false
32807.0,0.0,0,true
938.0,0.0,0,false
4.199999809265137,3.0,32741,false
4.300000190734863,2.0,32699,false
1.0,0.0,326106,true
5.0,0.0,0,false
444214.3125,21.0,271,false
0.0,2156.0,2,false
0.0,293.0,8,true
1.0,0.0,0,true
390408.84375,21.0,1659,false
32014.83984375,0.0,0,true
1.0,0.0,0,false
3.4000000953674316,1.0,31992,false
4.400000095367432,1.0,31862,false
0.0,0.0,571976,true
0.0,0.0,753122,false
281.0,0.0,0,false
0.0,0.0,716434,true
0.0,4047.0,1,true
4.400000095367432,1.0,31358,true
0.0,0.0,1002268,false
0.0,0.0,93651,false
4.5,20.0,31068,false
0.0,0.0,17000,false
3.9000000953674316,4.0,30890,false
0.0,0.0,1073035,true
191927.328125,21.0,148,true
1.0,0.0,0,true
1.0,0.0,0,true
77.0,0.0,0,false
0.0,1157.0,3,false
452196.0,21.0,2372,true
308.0,0.0,0,true
0.0,0.0,12802,false
0.0,0.0,408924,true
0.0,0.0,21,true
29.0,0.0,0,false
4.300000190734863,4.0,30285,true
156.0,0.0,0,false
0.0,2449.0,1,true
0.0,0.0,567352,false
0.0,409.0,1,true
0.0,0.0,214446,true
0.0,21.0,11,true
1940839.375,21.0,0,false
4.199999809265137,1.0,29874,false
29827.5,0.0,0,true
0.0,0.0,642126,true
4.400000095367432,1.0,29749,false
0.0,0.0,362695,true
0.0,0.0,21,false
0.0,0.0,515336,false
4.5,3.0,29259,true
4.599999904632568,2.0,29205,false
4.300000190734863,1.0,29116,true
0.0,0.0,1479,true
0.0,0.0,21,false
0.0,0.0,771949,false
4.300000190734863,1.0,28877,true
0.0,1108.0,5,false
0.0,0.0,7844,true
0.0,0.0,790350,false
1.0,0.0,0,true
0.0,0.0,548332,true
167917.765625,21.0,2344,true
75.0,0.0,0,true
0.0,0.0,419032,true
0.0,0.0,133067,false
318480.71875,21.0,178,true
0.0,0.0,6,false
0.0,0.0,12758,false
0.0,0.0,884633,false
4.300000190734863,0.0,27980,true
3.200000047683716,1.0,27821,true
28.0,0.0,0,false
1.0,0.0,471908,false
1.0,0.0,428197,true
467.0,0.0,0,false
47.0,0.0,0,true
0.0,0.0,1055651,false
0.0,0.0,429261,true
7797.0,0.0,0,true
0.0,0.0,435739,true
0.0,0.0,781350,false
0.0,5362.0,1,false
1.0,0.0,1551143,false
52.0,0.0,0,true
0.0,0.0,0,false
1862014.75,21.0,0,false
0.0,0.0,549139,true
4.099999904632568,1.0,27200,true
0.0,5150.0,3,false
626.0,0.0,0,true
1.0,0.0,393485,true
0.0,0.0,25290,true
0.0,0.0,545830,true
135.0,0.0,0,false
30.0,0.0,0,false
2378.0,0.0,0,false
0.0,0.0,0,false
0.0,0.0,709419,true
3.799999952316284,1.0,26558,true
1.0,0.0,0,false
0.0,0.0,446704,false
161.0,0.0,0,true
0.0,0.0,36495,true
0.0,0.0,20685384,true
4.300000190734863,1.0,26229,true
549644.0,21.0,307,true
0.0,0.0,353093,true
26071.0,0.0,0,false
0.0,0.0,563565,true
359849.0625,21.0,2096,true
0.0,210.0,1,false
4.400000095367432,1.0,25960,true
0.0,0.0,18439497,false
4.199999809265137,12.0,25856,false
1.0,0.0,16923287,false
0.0,424.0,1,true
183.0,0.0,0,false
0.0,0.0,56809,true
4.099999904632568,1.0,25558,false
42.0,0.0,0,false
0.0,219.0,1,true
0.0,0.0,40812,true
460857.90625,21.0,119,false
3.200000047683716,4.0,25389,true
3507.0,0.0,0,false
16.0,0.0,0,true
0.0,1989.0,1,false
651291.125,21.0,161,false
0.0,0.0,303989,true
84.0,0.0,0,false
65.0,0.0,0,true
7797.0,0.0,0,false
17392.0,0.0,0,true
0.0,243.0,1,true
4.5,1.0,24980,true
0.0,4864.0,1,false
0.0,0.0,3996,true
17.0,0.0,0,false
112.0,0.0,0,true
502217.46875,21.0,374,true
748720.1875,21.0,360,false
24899.169921875,0.0,0,false
0.0,0.0,29866,false
1.0,0.0,213451,true
431786.03125,21.0,124,false
24798.759765625,0.0,0,true
0.0,0.0,517491,false
0.0,0.0,845030,true
16.0,0.0,0,true
164.0,0.0,0,true
98.0,0.0,0,true
0.0,233.0,1,false
0.0,0.0,703891,true
65.0,0.0,0,false
0.0,0.0,0,true
49.0,0.0,0,true
0.0,0.0,13618,false
0.0,0.0,508857,true
1968571.875,21.0,0,true
0.0,0.0,691586,true
0.0,4329.0,0,false
4.5,8.0,24364,true
24335.330078125,0.0,0,true
1.5,9.0,24305,false
65.0,0.0,0,false
6.0,0.0,0,true
4.300000190734863,1.0,24238,true
3.5999999046325684,1.0,24192,false
3.5999999046325684,1.0,24189,false
149.0,0.0,0,false
23999.83984375,0.0,0,true
0.0,0.0,17633,true
75.0,0.0,0,true
0.0,0.0,492494,false
0.0,0.0,587345,false
137.0,0.0,0,true
4.0,4.0,23959,false
323636.75,21.0,382,false
0.0,0.0,1818743,false
149.0,0.0,0,false
17392.0,0.0,0,false
3.5999999046325684,2.0,23594,false
318.0,0.0,0,false
1026.0,0.0,0,true
1.0,0.0,0,false
5.0,1.0,23492,false
23399.400390625,0.0,0,false
0.0,0.0,31516,false
67.0,0.0,0,true
0.0,0.0,427585,true
1.0,0.0,1803291,false
7899.0,0.0,0,false
0.0,0.0,686580,true
4654.240234375,21.0,8,true
418931.90625,21.0,152,false
0.0,0.0,19617,false
1.0,0.0,427384,false
0.0,0.0,328737,false
4.5,6.0,22950,true
135.0,0.0,0,false
116.0,0.0,0,true
94.0,0.0,0,true
4.300000190734863,2.0,22923,true
0.0,0.0,505682,true
0.0,5127.0,0,true
0.0,0.0,164777,true
0.0,0.0,26618,true
0.0,0.0,1028016,true
22740.630859375,0.0,0,false
118.0,0.0,0,false
0.0,0.0,501307,false
0.0,0.0,998522,true
0.0,21.0,0,false
78.0,0.0,0,true
0.0,0.0,21,false
0.0,0.0,579259,true
0.0,0.0,270081,false
0.0,1162.0,1,false
0.0,0.0,354944,true
1.0,0.0,284701,true
8.0,0.0,0,false
0.0,4125.0,4,false
46.0,0.0,0,true
424.0,0.0,0,false
0.0,0.0,397132,false
0.0,3964.0,1,false
6.0,0.0,0,false
1546.0,0.0,0,true
24.0,0.0,0,true
22079.51953125,0.0,0,true
36.0,0.0,0,true
21.0,0.0,0,false
17392.0,0.0,0,false
156732.28125,21.0,1150,true
0.0,0.0,342791,true
0.0,0.0,310230,true
1.0,0.0,15449,true
640.0,0.0,0,true
3.9000000953674316,1.0,21729,true
0.0,0.0,347518,false
8.0,0.0,0,true
0.0,0.0,9,true
0.0,0.0,567824,true
0.0,0.0,14395,false
0.0,0.0,699958,false
0.0,0.0,83474,true
0.0,0.0,198208,false
0.0,0.0,275117,false
21476.25,0.0,0,false
4.199999809265137,1.0,21450,false
81.0,0.0,0,false
4.400000095367432,5.0,21390,false
3.5999999046325684,1.0,21372,false
1.0,0.0,88963,false
3.5999999046325684,2.0,21348,false
21299.2890625,0.0,0,false
0.0,0.0,1540103,false
0.0,0.0,255033,false
385454.25,21.0,146,true
384743.40625,21.0,151,true
17392.0,0.0,0,false
4.199999809265137,1.0,21102,false
0.0,172.0,1,true
0.0,0.0,41575,true
0.0,0.0,508236,true
0.0,0.0,21,false
4.099999904632568,1.0,20998,false
0.0,0.0,311385,false
0.0,0.0,3163,true
52024.51953125,21.0,3708,true
20898.900390625,0.0,0,false
87.0,0.0,0,true
0.0,0.0,723518,true
4.400000095367432,1.0,20790,false
0.0,4108.0,0,true
500514.0,21.0,2411,false
5.0,1.0,20760,true
0.0,0.0,21,false
30.0,0.0,0,true
6.0,0.0,0,true
0.0,0.0,236934,true
0.0,0.0,10586,true
133056.65625,21.0,844,false
64660.16015625,21.0,294,false
0.0,239.0,1,true
0.0,137.0,1,false
4.5,2.0,20488,true
0.0,335.0,4,true
1.0,0.0,347033,false
29.0,0.0,0,false
12.0,0.0,0,true
1.0,0.0,547767,true
207336.484375,21.0,215,true
0.0,0.0,75224,true
0.0,0.0,76253,true
0.0,0.0,40148,false
0.0,0.0,805908,false
183.0,0.0,0,true
6.0,0.0,0,false
0.0,108.0,1,true
0.0,0.0,24357,true
0.0,197.0,1,true
1.0,0.0,381531,true
1032.0,0.0,0,true
3.9000000953674316,1.0,20152,false
378110.75,21.0,146,true
4.199999809265137,5.0,20000,true
0.0,3214.0,14,true
4.0,3.0,19990,false
11.0,0.0,0,false
1.0,0.0,259805,false
0.0,0.0,386254,false
1.0,0.0,316540,true
19841.009765625,0.0,0,false
597219.125,21.0,5281,true
348047.6875,21.0,348,true
0.0,0.0,48997,false
0.0,0.0,516411,true
385779.6875,21.0,6070,false
6.0,0.0,0,false
4.400000095367432,1.0,19751,true
0.0,0.0,177077,false
0.0,0.0,0,false
0.0,0.0,32232,false
355.0,0.0,0,true
0.0,0.0,33295,true
0.0,0.0,534504,true
0.0,0.0,15884,true
0.0,0.0,898693,false
0.0,0.0,292761,false
3.9000000953674316,1.0,19569,false
0.0,1204.0,1,true
221.0,0.0,0,true
0.0,1258.0,1,false
0.0,0.0,396931,false
4.0,1.0,19478,false
277.0,0.0,0,true
0.0,0.0,25745,false
0.0,0.0,247979,true
0.0,336.0,1,false
0.0,0.0,55396,true
46.0,0.0,0,false
0.0,0.0,32802,false
4.199999809265137,1.0,19200,true
1475.0,0.0,0,false
38728.6484375,21.0,299,true
31.0,0.0,0,false
4.0,1.0,19111,true
0.0,0.0,265517,false
0.0,0.0,21,false
0.0,2518.0,2,false
760.0,0.0,0,true
50.0,0.0,0,false
4.099999904632568,1.0,18983,false
52.0,0.0,0,true
490.0,0.0,0,true
3.700000047683716,1.0,18920,false
0.0,0.0,17697,true
306712.25,21.0,2084,false
0.0,0.0,41126,true
3.700000047683716,1.0,18886,false
51.0,0.0,0,true
51.0,0.0,0,false
0.0,0.0,731214,true
29.0,0.0,0,true
29.0,0.0,0,true
29.0,0.0,0,true
18846.560546875,0.0,0,false
0.0,522.0,1,false
18807.69921875,0.0,0,false
0.0,0.0,21,true
666.0,0.0,0,false
0.0,0.0,0,true
0.0,2259.0,2,true
18699.44921875,0.0,0,true
4.199999809265137,2.0,18689,false
0.0,0.0,376303,true
3.4000000953674316,0.0,18603,false
0.0,0.0,278998,true
0.0,0.0,20179,false
123.0,0.0,0,true
10.0,0.0,0,false
4.300000190734863,1.0,18478,false
0.0,0.0,246934,false
4.300000190734863,1.0,18414,true
0.0,0.0,16602,true
4.199999809265137,1.0,18400,false
2926.949951171875,21.0,1650,false
0.0,1054.0,1,false
0.0,1054.0,1,false
0.0,1087.0,1,false
0.0,192.0,2,true
1.0,0.0,339748,false
0.0,0.0,116721,false
893.0,0.0,0,true
0.0,107.0,1,false
11.0,0.0,0,true
87.0,0.0,0,true
0.0,0.0,104577,true
61.0,0.0,0,true
626960.1875,21.0,5114,true
12.0,0.0,0,false
0.0,0.0,343815,true
0.0,0.0,550358,false
18102.759765625,0.0,0,true
147791.84375,21.0,2185,false
0.0,0.0,297509,false
1.0,0.0,65985,true
172.0,0.0,0,true
4.300000190734863,1.0,18050,true
17999.880859375,0.0,0,false
600708.25,21.0,3846,true
3.5,3.0,18000,false
1.0,0.0,22990,false
60.0,0.0,0,true
17999.400390625,0.0,0,true
0.0,0.0,8796,true
0.0,0.0,46722,false
3.799999952316284,3.0,17991,true
426880.375,21.0,5563,true
1.0,0.0,332845,true
0.0,0.0,287301,true
17977.099609375,0.0,0,true
3.9000000953674316,1.0,17970,true
3.299999952316284,2.0,17970,false
0.0,0.0,575295,false
0.0,538.0,1,true
0.0,0.0,13416,true
0.0,0.0,281425,true
80.0,0.0,0,false
150007.34375,21.0,219,true
17.0,0.0,0,true
3014.0,0.0,0,true
193.0,0.0,0,false
0.0,177.0,1,false
0.0,36.0,1,true
4.5,1.0,17639,false
0.0,0.0,1162028,false
4.5,2.0,17597,true
3.799999952316284,2.0,17563,true
6.0,0.0,0,true
116.0,0.0,0,true
17549.55078125,0.0,0,false
0.0,0.0,539326,true
0.0,4985.0,1,false
2503.0,0.0,0,false
4.699999809265137,1.0,17465,true
17444.3203125,0.0,0,true
29.0,0.0,0,true
483651.09375,21.0,101,false
17399.400390625,0.0,0,false
60.0,0.0,0,true
60.0,0.0,0,false
0.0,0.0,23380,true
4.5,1.0,17367,false
0.0,405.0,1,false
0.0,112.0,2,false
28.0,0.0,0,true
183034.359375,21.0,391,true
0.0,0.0,21,true
193219.703125,21.0,917,false
0.0,2410.0,1,false
0.0,0.0,249108,true
43.0,0.0,0,true
0.0,0.0,189241,true
4.099999904632568,1.0,17160,false
0.0,776.0,1,false
0.0,0.0,10948,true
3.9000000953674316,2.0,17121,false
2.799999952316284,1.0,17082,false
0.0,1423.0,1,false
79.0,0.0,0,true
345.0,0.0,0,true
16861.0,0.0,0,false
635.0,0.0,0,true
0.0,191.0,1,true
29.0,0.0,0,false
28.0,0.0,0,true
0.0,0.0,6048,true
0.0,0.0,291346,false
0.0,2785.0,0,false
0.0,0.0,318359,false
0.0,0.0,25224,true
2099.0,16792.0,8,true
16788.0,0.0,0,false
17.0,0.0,0,true
1.0,0.0,295819,false
14.0,0.0,0,true
0.0,0.0,335903,false
1.0,0.0,274008,true
4.300000190734863,1.0,16763,false
455.0,0.0,0,false
1.0,0.0,112789,true
0.0,0.0,21,false
0.0,0.0,21,false
4.099999904632568,1.0,16639,false
0.0,236.0,1,false
53.0,0.0,0,false
3.799999952316284,1.0,16500,false
30.0,0.0,0,true
0.0,0.0,350367,true
4.599999904632568,1.0,16329,false
6084.0,0.0,0,false
3.4000000953674316,3.0,16240,false
0.0,377.0,1,false
18.0,0.0,0,true
0.0,404.0,1,true
3.799999952316284,6.0,16132,true
16122.6103515625,0.0,0,true
0.0,0.0,21,true
16.0,0.0,0,true
6084.0,0.0,0,false
3.4000000953674316,4.0,16086,true
0.0,253.0,1,false
4.5,1.0,16000,true
549953.1875,21.0,296,true
0.0,0.0,26210,true
3.0999999046325684,1.0,15992,true
3.5,1.0,15968,true
4.099999904632568,0.0,15961,true
0.0,309.0,1,true
75.0,0.0,0,true
302265.5,21.0,842,false
48.0,0.0,0,true
3.299999952316284,1.0,15803,false
75.0,0.0,0,false
75.0,0.0,0,false
0.0,379.0,1,false
0.0,0.0,59995,true
3.799999952316284,0.0,15750,true
45.0,0.0,0,false
21.0,0.0,0,true
4.199999809265137,1.0,15745,true
0.0,684.0,1,false
0.0,0.0,79642,true
0.0,0.0,21,true
301763.625,21.0,1085,true
4.199999809265137,1.0,15617,false
429355.84375,21.0,2092,true
4.199999809265137,1.0,15600,true
1.0,0.0,219995,true
0.0,2491.0,1,true
0.0,0.0,253487,false
1.0,0.0,355498,true
0.0,208.0,1,false
78.0,0.0,0,true
4.300000190734863,1.0,15599,true
415.0,0.0,0,true
13.0,0.0,0,true
1.0,0.0,5830,true
0.0,0.0,19168,false
47.0,0.0,0,false
0.0,0.0,21,true
4.5,2.0,15480,true
0.0,0.0,158900,false
0.0,5934.0,4,true
1.0,0.0,330235,false
4.099999904632568,1.0,15400,true
0.0,1207.0,1,false
0.0,186.0,1,true
0.0,183.0,1,true
140.0,0.0,0,true
0.0,0.0,425790,true
0.0,0.0,314653,false
1.0,0.0,1587277,true
3.200000047683716,1.0,15373,true
0.0,0.0,693909,false
1.0,0.0,139337,true
4.0,1.0,15333,false
0.0,0.0,36138,false
13.0,0.0,0,true
4.300000190734863,1.0,15221,false
0.0,0.0,21,true
186.0,0.0,0,true
0.0,0.0,1286,true
300.0,0.0,0,true
15119.4599609375,0.0,0,false
0.0,0.0,343732,false
0.0,0.0,21,false
0.0,0.0,402561,false
0.0,0.0,387338,false
15060.0,0.0,0,true
15049.650390625,0.0,0,true
0.0,1019.0,1,false
3.799999952316284,1.0,15031,true
0.0,0.0,332330,true
0.0,0.0,107301,true
50.0,0.0,0,true
44.0,0.0,0,false
31.0,0.0,0,true
0.0,0.0,0,false
477.0,0.0,0,false
93.0,0.0,0,false
474.0,0.0,0,false
1.0,0.0,921939,true
0.0,2385.0,2,true
4.099999904632568,1.0,14773,true
0.0,0.0,21,false
0.0,0.0,21,false
0.0,44.0,1,true
0.0,0.0,26712,true
0.0,0.0,136384,false
146878.5625,21.0,1432,false
0.0,4760.0,0,false
7797.0,0.0,0,false
0.0,1053.0,1,true
4.199999809265137,1.0,14617,false
82233.28125,21.0,190,true
13.0,0.0,0,true
3.9000000953674316,4.0,14560,true
132.0,0.0,0,false
4.5,1.0,14459,false
0.0,0.0,468807,false
4.5,1.0,14436,true
3.700000047683716,1.0,14400,false
131610.71875,21.0,340,false
0.0,0.0,325566,false
14399.0400390625,0.0,0,true
0.0,0.0,431222,true
3.0999999046325684,1.0,14391,false
1.0,0.0,206156,false
0.0,0.0,437428,true
0.0,0.0,39114,false
14387.759765625,0.0,0,false
3.0,3.0,14383,false
31.0,0.0,0,true
3.700000047683716,16.0,14366,true
0.0,0.0,252710,true
1.0,0.0,151730,true
0.0,938.0,0,true
3020.0,0.0,0,false
0.0,6547.0,1,true
0.0,0.0,340198,true
432792.5625,21.0,516,true
1355.0,0.0,0,false
14259.5400390625,0.0,0,false
14259.5400390625,0.0,0,false
0.0,0.0,477675,true
0.0,0.0,200042,false
0.0,0.0,210053,false
43.0,0.0,0,false
4.0,1.0,14190,true
2.0,0.0,202784,true
0.0,0.0,8994,true
0.0,1604.0,1,false
120.0,0.0,0,false
4.599999904632568,1.0,14100,true
14099.7001953125,0.0,0,true
47.0,0.0,0,true
932.0,0.0,0,true
0.0,0.0,202026,false
1.0,0.0,37158,true
201.0,0.0,0,true
0.0,3369.0,1,false
0.0,0.0,0,false
13.0,0.0,0,true
3.799999952316284,1.0,14010,false
28.0,0.0,0,false
13999.75,0.0,0,false
4.199999809265137,1.0,14000,true
4.300000190734863,1.0,14000,true
4.0,1.0,14000,false
0.0,0.0,21803,false
0.0,0.0,1,false
498.0,0.0,0,true
3.299999952316284,14.0,13974,true
2.299999952316284,1.0,13965,true
1.0,0.0,186374,false
270391.8125,21.0,2470,true
13919.1298828125,0.0,0,false
252842.46875,21.0,2680,false
0.0,0.0,544558,true
0.0,0.0,351537,false
4.599999904632568,0.0,13832,true
2.0,0.0,0,false
0.0,0.0,174287,false
23.0,0.0,0,false
1.0,0.0,204434,false
60.0,0.0,0,false
0.0,0.0,410445,true
0.0,0.0,21,true
153.0,0.0,0,true
0.0,0.0,29082,false
932.0,0.0,0,true
0.0,0.0,448789,true
0.0,747.0,1,true
370.0,0.0,0,true
0.0,0.0,21,true
0.0,0.0,21,false
0.0,0.0,392596,false
4.199999809265137,1.0,13650,false
263110.125,21.0,392,true
0.0,445.0,1,false
417124.34375,21.0,3602,true
0.0,0.0,440518,false
154384.375,21.0,3681,true
42552.4609375,21.0,296,false
4.400000095367432,20.0,13530,true
13529.58984375,0.0,0,false
30.0,0.0,0,false
0.0,181.0,1,false
0.0,0.0,369924,false
0.0,0.0,21,false
0.0,0.0,35851,true
0.0,0.0,273095,false
0.0,0.0,21,false
4.0,1.0,13498,true
0.0,0.0,540944,true
0.0,0.0,411179,true
0.0,1793.0,1,true
